Course ID,Course Subject,Course Number,Course Name,Career,Course Description
036493,CEPH,249,LIGHT AND SUBJECT - CONCEPT DEVELOPMENT,CCCE,"So, youve completed a couple of introductory courses in photography and now you want to sharpen your focus. Thats understandable. Part of distinguishing yourself as a photographer is not only developing your technical skills, but also developing your vision, your style, your sense of aesthetics. In this course, youll do it all. Youll learn the difference between taking pictures and making pictures. Youll also learn how to deal with lighting, props and posing to create your envisioned scene in the cameras sensor. Ready to get started?CNTThis course is a great way to help you:?Expand your knowledge of photographic principles;?Develop your personal sense of style and aesthetics;?Gain experience with lights, props and posing;?Create envisioned scenes in the cameras sensor;?Learn the difference between taking pictures and making pictures.APPIn this course, youll gain in-depth knowledge, hands-on experience and the latest industry techniques from seasoned pros. You?ll also get plenty"
036498,CEPH,419,DIGITAL IMAGING - PERFECTING YOUR ART,CCCE,"You took Intro to Digital Imaging and you loved it. Now, youre hungry for more. You want to learn all about channels, layers, advanced photo-retouching techniques, creating textures, creating cast shadows, rendering metallic type, and artistic layer compositing. You cant get enough of this stuff, can you? Thats understandable. Photoshop is the worlds most popular digital imaging program and youre on your way to mastering it. Youre also crafting your vision of what you want to see as a final image and learning everything you need to know to make it happen. Hit save on everything youve learned and open for the course.CNTThis course is a great way to help you:?Stimulate your creativity;?Integrate numerous advanced Photoshop tools;?Familiarize yourself with digital cosmetic retouching;?Understand layers and use them effectively;?Gain skill using tonal adjustments for proper exposure and contrast;?Develop your sense of vision and ability to sketch out what you want.APPIn this c"
036500,CEPH,455,PHOTOSHOP - FINE ART IMAGE EFFECTS,CCCE,"Wow! Youve come a long way: from correcting flawed photos of you and your friends for Facebook profiles, to creating complex, multi-layered images with rasterized type and special effects. Now, its time to up your game. In this course, youll focus on fine art image treatments. Get ready for topics like the Photoshop brush engine, advanced methods of generating displacement mapping, line-art colourization, gradient maps, angelic/dramatic looks, cross-processing, movie poster creation and burning edges. While youre at it, youre going to refine your vision and your sense of esthetics. And that, dear Photoshopper, is the essence of it all.CNTThis course is a great way to help you:?Identify, extrapolate and force-fit elements to create artistic compositions;?Improve your ability to translate ideas and concepts into refined image aesthetics;?Familiarize yourself with the brush engine, shape dynamics and scattering;?Learn how to colourize comics and create displacement maps.APPIn this"
036502,CEPH,465,PHOTOSHOP - DIGITAL COMPOSITING AND CREATIVE EFFECTS,CCCE,"Youre on your way to becoming a master of Photoshop. But theres still more to learn, which is why youll want to take this course. Here, youll discover how different tools can be used in conjunction with sophisticated selection techniques, layer masks, alpha channels and blend modes to achieve realistic, and, more importantly, believable effects that trick the viewers eye. You will very literally be manipulating reality. But first, youll have to learn the importance of curiosity, patience and time when creating your art. Feel up to the challenge?CNTThis course is a great way to help you:?Analyze the structure of the elements in a photograph;?Determine the best approach to produce realistic digital composites;?Build your professional-quality photo portfolio;?Learn the essential steps in mastering channel masks;?Gain skill with lens correction and hair masking;?Use vanishing points to add or eliminate elements in a photo;?Create a variety of mysterious or dramatic looks.APPIn t"
036504,CEPH,550,PHOTOSHOP - PROFESSIONAL PHOTOGRAPHIC & LIGHTING TECHNIQUES,CCCE,"Can you imagine how awesome it would be to have your photos featured in a leading magazine? Well, someone has to do it and it might as well be you. Sure, youve learned a lot about photography and digital manipulation using Photoshop, and youve really sharpened your skills. But now its time to get down to business and go commercial. In this course, youll learn how to manipulate images to accent specific areas of a photo; create smooth, flawless skin; enhance the make-up on a model?s face; use advanced burning and dodging techniques; and enhance glamour lighting on portraits. If there were a PhD in commercial photography, this course would be it.CNTThis course is a great way to help you:?Build your professional-quality photo portfolio;?Focus on specific details in a photo for added effect;?Create the appearance of smooth, flawless skin;?Hone your skills creating professional-looking, magazine-quality photos;?Produce beautiful toning effects in black and white or colour;?Learn how to"
036505,CEPH,555,PHOTOSHOP - BLACK & WHITE ARTISTRY,CCCE,"Theres something strangely compelling about black and white photography... something more artistic, more dramatic. But creating and manipulating those images takes a special skill set, one that youll acquire when you take this course. Youll learn the essentials of tone retouching and adjusting on skin, structural adjustments and symmetry, wedding photography retouching, fashion head shots, creative photo techniques and a lot more black & white wizardry. All of which is sure to add a little more colour to your career.CNTThis course is a great way to help you:?Use sophisticated techniques to achieve professional-looking results;?Manipulate images to accentuate specific areas of a photo;?Create smooth, flawless skin and enhance makeup effects;?Use advanced dodging and burning techniques;?Enhance glamour lighting on portraits.APPIn this course, youll gain real-world experience by working with a seasoned pro wholl show you the ropes. More excitingly, youll learn through hands-on proj"
045023,CEPH,235,PORTRAITURE PHOTOGRAPHY,CCCE,"In medieval days, if the King didnt like your portrait, it could mean losing your head. Today, it probably means losing a client. When done well, with artistry and technical ability, portraits have the unique ability to capture the essence of the subject, and not just their physical appearance. Lets face it, everyone wants a great portrait of themselves, particularly for social media or professional exposure. And when youre finished this course, you might just be the person they turn to for a great shot. Here, youll learn the fundamentals of portrait photography, composition, lighting camera settings and more. In short, everything you need to know to keep your head and your clients.CNTThis course is a great way to help you:?Learn the fundamentals of portrait photography;?Understand the importance of composition, including the rule of thirds, centering, framing, eyes and camera angles;?Learn the basics of camera settings and lighting, with an emphasis on natural/available light;?Gain e"
036515,CEPR,105,TECHNIQUES OF PUBLIC COMMUNICATION,CCCE,"This entry-level course is a first glimpse into what is sometimes considered the dark art of persuasion. Here, youll become sensitized to the techniques used to not only inform but influence public opinion. Youll learn about the delicate and often determinate role of the journalist. Youll find out how promotional material is tailored and disseminated to sensitive audiences. And, thankfully for us all, youll learn about standards and ethics, corporate citizenship and responsibility. CNTThis course is a great way to help you:?Identify the basic mechanisms of how newspaper editors influence public opinion;?Formulate and analyze an opinion piece (Op-Ed);?Analyze an example of alternative advertising;?Recognize and analyze effective writing for the web;?Recognize the basic terminology and strategies of fundraising;?Explore the role of government agencies in the communication process.APPThis program brings PR to life through active learning to simulate interconnected, real-world cas"
036519,CEPR,115,EFFECTIVE PUBLIC SPEAKING,CCCE,"Your hands are clammy, youre sweating, youre breathing heavily and your heart rate is through the roof. Either you just ran a 20k race or youre about to give a speech in front of 100 people. Its true: public speaking can be daunting, but this course will help you overcome your fears and hone your skills. Youll learn how to develop and organize your ideas and prepare your support material. Youll practice rehearsing properly to make your presentation as effective as possible. And youll try different types of speaking to get the feedback, practice and confidence you need to succeed. You see! Your pulse is back to normal already.CNTThis course is a great way to help you:?Create and present a speech on how to inform and convince;?Understand how to use the power of storytelling to develop compelling presentations;?Demonstrate effective evaluation and constructive criticism;?Understand and integrate the steps required to deliver a clearly organized speech;?Learn the techniques to create an"
036521,CEPR,125,SOCIAL MEDIA - NETWORKS AND CONCEPTS,CCCE,"Online footprints have never been so large. That can work for you or against you. If you want to learn how to harness the power of social media to your advantage, this is the place to start. Youll gain practical, real-world knowledge about consumer-generated media and hands-on training on how to use it effectively. In this platform-based course, youll concentrate on the tactical differences between the main social media sites to complement traditional mass media techniques. By the end of the course, youll be able to create an integrated social media strategy. No more posting in the dark.CNTThis course is a great way to help you:?Use social media effectively;  ?Build your profile on the top social networks: Facebook, Twitter, LinkedIn, Pinterest, Instagram and YouTube;?Gain knowledge about the top social networks and their audiences, tactical differences and strengths;?Evaluate target markets and choose the right social networks;?Build a case for choosing the best social channels in"
036523,CEPR,135,INTEGRATED MARKETING COMMUNICATIONS,CCCE,"Marketing is one of those words that gets used in dozens of different ways. And communications touches on virtually every aspect of business. Thankfully, this course will help you make perfect sense of both and use them together in a streamlined, synthesized approach to building brands. With a focus on promotional strategy and execution, this IMC course will teach you the basics of public relations, sales promotion, personal selling, experiential marketing, branding, advertising, creative strategy, media selection and budgeting. Its a comprehensive overview of an exciting profession at the core of business today. CNTThis course is a great way to help you:?Identify key components of the communication process;?Employ advertising principles and methods effectively;?Recognize how promotional tools integrate with other marketing strategy elements;?Apply promotional techniques to satisfy public relations objectives;?Budget strategically.APPThis program brings PR to life through active"
036524,CEPR,210,PUBLIC RELATIONS - GAINING EXPERTISE,CCCE,"This is the second Public Relations course so chances are you completed the first one and now... youre hooked. No wonder: PR is a dynamic profession with revenues exceeding those of advertising in many sectors. In this course, youll broaden your understanding of PR by examining the role and contribution of the publicist to corporate, non-profit and political organizations. Youll hone your skills of researching, identifying opportunities, planning, managing and mentoring the deliverables. And best of all, youll take part in a key class project: the creation of a complete media relations campaign?just like the ones youll create in your new career. CNTThis course is a great way to help you:?Perform and execute all the elements of a PR campaign;?Create a media kit;?Prepare an up-to-date media list;?Develop and present a PR campaign that clearly demonstrates how the campaign will be executed, how objectives will be met and how the success of the campaign will be measured;?Identify the el"
045025,CEPR,225,SOCIAL MEDIA - STRATEGIES & ROI,CCCE,"This course is the follow-up to CEPR 125, which you probably really liked. No wonder. It turned something you use all day long into skills that can last a lifetime. In this course, youll deepen your understanding of the elements required in designing a successful social media campaign. And that means ROI: return on investment. Youll keep up to date with best practices and strategies as you develop a comprehensive social media strategy to market a business or organization using social ads, supporting systems and advanced strategies on all the most popular social media sites. And that will give you a very distinct advantage.  CNTThis course is a great way to help you:?Conduct a social media audit;?Design a social media strategy and innovative campaigns;?Develop a content strategy and tracking mechanism via an editorial calendar;?Leverage social advertising to meet strategic goals;?Use social analytics to measure ROI using platform insights and Google analytics.APPIn this program,"
048081,CEPS,1001E,Strategic Task Delegation,CCCE,"If you want something done, youve got to do it yourself, right? Wrong. Company resources are increasingly limited. And, as a manager, it?s possible youre constantly solicited and simply cant keep up. You know that teamwork and professional development are vital. So the next step to solving the resource crunch is delegation. Done properly, its an asset to any organization. Sophie Lemieux?s workshop will explore the constraints and opportunities related to delegation. Shell teach you effective techniques and processes to mobilize employees and prepare them for their new responsibilities. The art of delegation is knowing how to control an outcome without falling into micromanagement and perfectionism and Sophie will show you how.CNTThis workshop will empower you to:?Understand the importance of effective delegation;?Establish when and how to delegate properly;?Experiment with the dos and don?ts;?Build your own delegation plan of action, applicable immediately in your workplace.APPTh"
048097,CEPS,1011E,Dealing with Difficult Personalities,CCCE,"Difficult personalities. You know the type. Youve probably got a few in mind. And you know the kind of conflict they can create at work. But what makes a problematic personality? What coping strategies are most effective in dealing with them? Kathryn Peterson knows. Shes an expert who will teach you how to define difficult personalities and employ strategies to increase your effectiveness, comfort and confidence when dealing with people who are... well, lets just say... difficult.CNTThis workshop will empower you to:?Identify various types of difficult personalities and learn what characterizes them;?Determine specific behaviours that trigger reactions;?Learn strategies to encourage proactive responses and shut down reactive ones; ?Establish potential challenges and consequences related to difficult personalities;?Create an action plan to protect employees and the organization.APPThis workshop is based on an optimized practical approach that mixes active learning, self-assessmen"
048098,CEPS,1011F,Gï¿½rer les personnalitï¿½s difficiles,CCCE,"Vous savez exactement de quoi on parle quand on dit ? personnalit? difficile ?. Quelques noms vous viennent probablement ? l?esprit et vous ?tes bien conscients du type de conflit que ces personnes peuvent cr?er au travail. Savez-vous en revanche en quoi consiste une personnalit? probl?matique ? Quelles strat?gies d?adaptation sont utiles pour ce genre de personne ? En tant qu?experte dans ce domaine, Kathryn Peterson peut vous aider ? d?finir ce qu?est une personnalit? difficile afin que vous puissiez ?tre plus efficaces, confiants et ? l?aise dans vos rapports avec les personnes qui vous? compliquent la vie, pour ainsi dire.CNTL?atelier vous invite ? :?Apprendre ? reconna?tre et d?finir divers types de personnalit?s difficiles ; ?D?terminer certains comportements qui d?clenchent des r?actions ;?Adopter des strat?gies pour ?tre proactif plut?t que r?actif ;?D?finir les obstacles potentiels et pr?voir des cons?quences pour les personnalit?s difficiles ;?Cr?er un plan d?action pour p"
048116,CEPS,1012E,Stress Management for the 21st Century,CCCE,"Feeling stressed out? Join the club. Stress is an unavoidable condition in our lives. Some people harness it to motivate themselves. Others let it destroy them. Then theres Kathryn Peterson. She manages stress positively and effectively and so can you. In this workshop, youll learn to identify the thin line that differentiates healthy from unhealthy stress. Youll also develop stress-management techniques that help you reclaim your balance so you can thrive both personally and professionally. Manage your stress and you can manage the rest.CNTThis workshop will empower you to: ?Understand the physiological and biological aspects of stress, the universal triggers, types of stress, and chronic stress stages;?Identify tense situations and recognize unhealthy stress signals;?Develop mechanisms to thrive and reclaim balance in your life;?Implement immediate and long-term stress-management techniques.APPThis workshop is based on an optimized practical approach that mixes active learning,"
048222,CEPS,1029E,Maximize Your Influential Power,CCCE,"Do you have the impact you need at work? Do you know how to develop something as intangible as influence? In this workshop, you will develop your power to persuade, your ability to negotiate and your capacity to build allies, all of which will increase your influence. That is the essence of leadership. Whatever the role you play in your organization, Sophie Lemieux will help you come out of this workshop with concrete skills to position yourself, express your opinion strategically and rally people so you can build better business relationships and increase your overall success.CNTThis workshop will empower you to:?Explore the concepts of personality, behaviour and power;?Identify and understand political games and the role of different actors in your workplace;?Learn to position yourself to gain credibility and practice addressing your point of view to build commitment;?Assess your strengths and weaknesses and understand emotional intelligence concepts;?Develop concrete strategies t"
048223,CEPS,1030E,Powerful and Synergistic Teamwork,CCCE,"You know the old clich?: Theres no I in TEAM. As professionals, we often have to work in teams to achieve our goals. And intuitively, we understand that the team is greater than the sum of the players. So our organizational objectives are more likely to be achieved. But theres a flip side to that: team synergy is complex and success relies on meeting certain key conditions. In this powerful workshop, Sophie Lemieux will give you background knowledge on team dynamics and provide you with successful strategies to navigate colleagues, achieve better results and exceed expectations. Go, Team!CNTThis workshop will empower you to:?Explore Tuckman?s stages of team development;?Learn to assimilate the process of creating synergistic teams;?Develop team-management skills;?Understand the role and unique contributions of an effective team manager;?Practice easily achievable team building methods for the workplace. APPThis workshop is based on an optimized practical approach that mixes acti"
048224,CEPS,1031E,Creative Leadership,CCCE,"How can you be more productive? How can you innovate? Building a creativity process is more than ever a key skill required for every professional. It is not easy to gather a team and have them create and innovate. Not to worry, Sophie Lemieux can help. In this workshop, shell give you strategies to stimulate your creativity and apply it in day-to-day managerial tasks. You will discover new powerful tools to bring the imagination of key team players even further than you could have imagined yourself.CNTThis workshop will empower you to:?Learn today?s definition and standards of creativity and success;?Identify key factors and tools that impede creativity;?Practice and integrate proven methods to stimulate creativity in work-related0 situations;?Establish a daily creative routine to identify and apply personal strategies in the workplace.APPThis workshop is based on an optimized practical approach that mixes active learning, self-assessment activities, demonstrations and individual"
048225,CEPS,1032E,Stimulate Emotional and Social Intelligence,CCCE,"Diplomas, skills and experience will get you hired. But if you really want to set yourself apart and thrive in todays highly competitive workplace, you need something more: emotional and social intelligence. Kathryn Peterson can help you achieve them both. In this workshop, Kathryn will show you how controlling your emotions and reading social signals will have a significant impact on the climate of your organization and on your overall performance and productivity. Shell teach you simple, practical, effective ways to navigate the turbulent waters of workplace relationships and further your professional success.CNTThis workshop will empower you to: ?Understand the theoretical and practical elements that constitute emotional and social intelligence; ?Learn about the impact of emotional and social intelligence, stress management, behavioural changes, communication processes and  interpersonal relations;?Acquire strategies to increase emotional and social intelligence;?Establish an emot"
048234,CEPS,1037E,Best Practices in Environmental Management,CCCE,"Going green is more than an ethical decision. In many cases, its a legal obligation. So its vital that your organisation remains up-to-date and aligned with industry standards and regulations. Yet the speed of change and the complexity of environmental legislation can make that a real challenge. Thankfully, its a challenge that Fr?r?ric Dufaut will help you overcome. Fr?d?rics training will help you identify the best environmental practices for your needs and guide you through appropriate approaches to create buy-in from stakeholders, higher management, employees and suppliers.CNTThis workshop will empower you to:?Review applicable legislation and regulations for Canadian businesses;?Identify available tools to assess a companys environmental footprint while considering its overall processes and product life cycles;?Offer guidance to help environmental managers understand legal requirements, environmental issues, operational controls and inquiries from regulators;?Present concrete ex"
048494,CEPS,9999E,IELTS Test (Payment Only),CCCE,Test at Concordia.</b><br>To apply for an IELTS Test at Concordia  click here.<br>This page should only be used to pay for your IELTS Test after you have completed your on-line application.
048533,CEPS,1024E,Building your Coaching and Mentoring Skills,CCCE,"The pace of change in the workplace is frenzied and its accelerating daily. Managers are responsible for ever-greater numbers of employees. So how do you make the most of your limited human resources? With Coaching and mentoring. These collaborative processes are effective ways of developing your staffs skills and abilities, boosting performance and effectively dealing with issues before they become performance problems. In her workshop, Jane Reichman Van Toch will help you discover your personal coaching style, build your effectiveness as a coach and practice specific feedback and coaching skills to help you and your colleagues succeed immediately in your daily work tasks.CNTThis workshop will empower you to:?Gain a better understanding of effective mentoring and coaching skills and the fundamental differences between them;?Understand how those two disciplines can build trust and collaborative relationships in your workplace;?Improve awareness of your own coaching style;?Build your s"
048536,CEPS,1026E,Business-Case Driven Decision-Making Workshop,CCCE,"Do you feel like youre putting your neck on the line every time you make a business decision? No wonder. Tolerance for management errors in todays business climate is low and the need for rock-solid accountability is higher than ever. So if you want to make a business decision, youd better have a solid business case. And Eugene Roditi can help. In his workshop, youll learn how to differentiate a strong case from a weak one. Youll learn how to write effective business cases to help you to make the best business decisions... and breathe a little easier.CNTThis workshop will empower you to:?Design a business case using a systematic approach;?Build validated financial models in support of your cases;?Identify critical variables that can affect the results of your cases;?Highlight non-financial benefits that will act as a vital support to your cases;?Package and effectively present the results of your cases when the time to make a business decision arrives.APPThis workshop is based o"
048540,CEPS,1027E,Recognition of Millenials in the workplace,CCCE,"Todays younger workers are motivated by different forms of recognition. In this dont miss workshop with industry experts Sonya Desautels and Virginie Bernal, youll gain critical insights into what motivates younger employees, forming closer, more productive, more lasting business relationships that ultimately lead to a more effective organization. A shift has happened in the workplace. Your key to success is recognizing it and getting onboard. The sooner, the better.CNTThis workshop will empower you to:?Explore new concrete forms of employee-recognition for younger generations;?Develop an ideal relationship model for managers and younger employees, one thats more suited to todays realities;?Gain better understanding about what motivates todays generation;?Identify and prioritize new attitudes and behaviours that take into account the needs and mindsets of younger generations;?Create a step-by-step personalized action plan t"
048702,CEPS,1071E,Environmental Site Assessment - Preparation for the AQVE Accreditation,CCCE,"Buyers arent the only ones who should beware. When it comes to land purchase or sale, banks, sellers and buyers should all beware of the potential environmental liability caused by contamination. In this five-day workshop, professional, certified environmental assessor Fr?d?ric Dufault and a certified environmental lawyer will teach you the legal and regulatory aspects of site assessment as well as the general principles and requirements involved in Phase I, II and III assessments. At the end of the workshop, youll be prepared to pass the AQVE (Association qu?b?coise de v?rification environnementale) exam and receive your Certified Environmental Site Assessor accreditation (CESA/EESA?).CNTThis workshop will empower you to:?Identify the regulatory framework required for a proper environmental site assessment, Phase I and II;?Identify the potential and actual presence of contamination by properly conducting documentary research as per the CSA and Ministry of Environment Standards;?Plan a"
048703,CEPS,1072E,Environmental Auditor ? Preparation for the AQVE accreditation,CCCE,"In the context of todays concern for the environment, the expression law of the land takes on a whole new meaning. Theres no room for green-washing here! In this five-day workshop, professional, certified environmental auditor Fr?d?ric Dufault and a certified environmental lawyer will lead you through the process of environmental auditing. Youll gain the knowledge and skills you need to approach potential environmental risks from the framework of regulatory conformity and various ISO 14 001 certified environmental management systems (EMS). Youll also learn how to properly plan an environmental audit as per current guidelines, like the CSA Z-733, and ISO 19 001. At the end of the workshop, youll be prepared to pass your AQVE (Association qu?b?coise de v?rification environnementale) exam and receive your Certified Environmental Site Assessor accreditation (CESA/EESA?).CNTThis workshop will empower you to:?Properly identify the rules of law and regulations to be considered in an environmenta"
048704,CEPS,1073E,How to Transition from Team Member to Team Leader,CCCE,"If it were easy to be an effective manager or supervisor, bookstores would have an awful lot of empty shelves. The truth is, its an acquired skill, something you learn from the experiences of seasoned professionals like Sophie Lemieux and Kathryn Peterson. In their two-day workshop, youll learn the conceptual and personal abilities you need to influence and lead individual employees and teams. Youll improve your self-awareness, active listening, communication and assertiveness?four vital keys to success. Most of all, youll leave the workshop with greater enthusiasm and the confidence you need to improve your performance as a supervisor. Ready for the challenge? CNTThis workshop will empower you to:?Develop your managerial skills;?Learn concrete methodology to boost performance and motivation in your teams;?Acquire the skill set and plans of action you need to become a better supervisor;?Practice self-awareness and active listening.APPThis workshop is based on an optimized practica"
049042,CEPS,1078F,Vendre ses idï¿½es avec succï¿½s,CCCE,"Vendre ne signifie pas seulement ?changer un bien contre de l?argent, mais cela signifie ?galement savoir d?crire, vanter ou encore faire l??loge d?une chose ou d?une personne, parfois m?me de soi-m?me. Bref, vendre signifie tout simplement ?communiquer pour s?duire son interlocuteur?. La vente ne concerne donc pas seulement les repr?sentants, mais c?est un domaine qui s??tend d?sormais ? tout le march? des entreprises et des communications. Cet atelier a pour objectif de mettre en avant plusieurs strat?gies de communications qui aideront les participants ? d?velopper des techniques de vente qui pourront rapidement ?tre mises en pratique.CNTL?atelier de formation vous invite ? : - Conna?tre les diff?rents styles de communication et les adapter au contexte;- D?mystifier les croyances et les r?sistances qui freinent la vente;- Vous vendre ou vendre votre ?quipe;- Ma?triser des strat?gies et des techniques visant ? mieux conna?tre les clients;- Utiliser diff?rentes techniques de vente.AP"
049043,CEPS,1079F,Gestion de projets,CCCE,"Les projets sont au c?ur de la vie d?une organisation. Pourtant, la planification reste une ?tape ardue et si un projet est mal planifi?, il est facile de tomber dans le stress d? ? un Pour ?viter tous ces ?cueils, il est essentiel d??tre bien pr?par?.C?est pourquoi la Formation continue Concordia vous propose cette formation de deux jours anim?e par Beno?t Lamontagne. Son expertise en gestion de projets et en gestion de transformations organisationnelles vous aidera ? d?mystifier les secrets d?une gestion de projet efficiente. Vous y apprendrez notamment comment identifier les diff?rentes ?tapes d?un projet, mais aussi comment ?tablir des objectifs r?alistes en fonction des contraintes et ? utiliser des outils n?cessaires pour garantir le succ?s de tous vos projets. Minimisez les risques et maximisez l?atteinte des livrables pour que tous vos projets soient destin?s ? la r?ussite!CNTCette formation vous invite ?:-Comprendre les diff?rentes phases du cycle de vie d?un projet de la pr?parat"
049045,CEPS,1081E,Improve your Time Management,CCCE,"Sorry, but you cant add an infinite number of hours to your work day. What you can do is use the hours you have more effectively. And thats exactly what youll learn to do in this one-day workshop led by management professional Sophie Lemieux. With her help, youll gain practical skills and solutions that will help you analyze your goals, priorities and interruptions. Youll also develop workable strategies to manage your time as efficiently as possible. Sound like something you should add to your to-do list? Quick. Times ticking...CNTThis workshop will empower you to:?Develop a concrete, personalized time-management methodology;?Learn how to manage interruptions, priorities and emergencies;?Hone your time-management reflexes and adapt them to the realities of the workplace.APPThis workshop is based on an optimized practical approach that mixes active learning, self-assessment activities, demonstrations and individual exercises to help you develop your skills. In short, you?ll learn by"
049161,CEPS,1084E,Strategic Planning for Impact,CCCE,"Just winging it, eh? Good luck with that! Proper strategic planning is the key to success in the realization of just about any project. But what if you could go one step further to create a plan that really has impact? You can. Just sign up for this workshop with industry pro Nancy Lahaie! Youll learn the essentials of analyzing and strategizing like identifying your ideal customers and market drivers; how to plan effectively to impact customer experience; and how to measure, adjust and improve. If you want to maximize the impact of your strategic plans, weve got a plan: enroll in this workshop.CNTThis workshop will empower you to:?Familiarize yourself with the steps involved in the strategic-planning process;?Understand the information required to build a thorough situational analysis;?Build strategies and an execution plan aligned with achievable KPIs (key performance indicators);?Measure marketing activities to maximize the budget and improve efforts.APPThis workshop is based o"
049162,CEPS,1085E,Understanding Google Analytics to Thrive,CCCE,"Great-looking site. So why is nobody visiting? Well, theres an easy way to find out and it starts with signing up for this one-day Google Analytics workshop with expert marketer and teacher, Tarek Riman. In it, youll learn the fundamentals of this vital tool, one of the most in-demand job skills in the next 10 years. Read and analyze data, customize reports based on specific business and marketing needs, develop and optimize marketing campaigns... these are just a few of the hands-on skills youll gain. Ready to up your marketing game? Google Analytics is the way! Please be sure to bring your own laptop for this workshop CNTThis workshop will empower you to:?Learn how to navigate, create, customize and use Google Analytics for companies, clients, start-ups and personal projects;?Manage and optimize search, social and digital marketing campaigns more effectively and efficiently using Google Analytics;?Use Google Analytics effectively as a tool to aid in your business and marketing"
049194,CEPS,1079E,Integrated Project Management,CCCE,"The biggest project is like the longest journey: they both start with a single step. In this case, that step involves taking our project-management workshop. Our three-day, active-learning experience will have you working in teams to manage a real-world, case-study project. Along the way, youll gain the tools, methods and processes you need to manage the planning, execution, control and completion of projects of virtually any size. Ready to take your first step towards more effective project management? Right this way...CNTThis workshop will empower you to:?Understand the steps involved in the project-management process;?Gain experience with transition criteria throughout the project-management process steps;?Implement the proper tools for project costing, planning, execution control and closure;?Learn budget-status follow-up techniques for project management.APPThis workshop employs a variety of learning strategies based on theory, interaction, discussion, practice and concrete a"
049198,CEPS,1092E,Strategies for Effective Decision-Making,CCCE,"Have you ever said to yourself: What was I thinking??? Let us help. Doctor and medical educator Julie Desmeules joins us for this fascinating workshop on the role reasoning and metacognition play in our decision-making. Join her and learn about the different cognitive-reasoning strategies we use in decision-making so you can prioritise your decisions and planning strategies. Youll also learn how flawed reasoning presents itself in the workplace, how to analyze and process information in a structured and appropriate way and how to identify and correct flawed reasoning. Now, should you take the workshop or not? Thats an easy decision!CNTThis workshop will empower you to:?Understand how reasoning occurs and identify it in all areas of your work;?Implement your new knowledge and tools to help minimize errors;?Recognize when quick, gut-feeling decisions are appropriate and when a more reasoned approach is required;?Apply strategies to identify and correct situations where flawed reasoning"
049199,CEPS,1087E,Predictive Analytics: Real Value in Big Data,CCCE,"They call big-data mining the gold rush of the 21st century. The problem is that in any rush, theres always a certain amount of chaos. In this industry-based two-day workshop lead by four seasoned pros, youll cut through the confusion and hype and get to the core of the subject. Youll find out how big data and predictive analytics are changing the way the world does business and youll learn how big data works. Dont be taken in by fools gold. Take this workshop and get a snapshot of what mining today is all about.CNTThis workshop will empower you to:?Demystify the concept of big data and all that it entails;?Learn the fundamentals of predictive analytics by studying data, machine-learning tools and predictive models;?Better understand the true potential of predictive analytics through the use of powerful, real-world applications;?Explore the application of predictive analytics on healthcare, retail & marketing and banking;?Review the topics of modeling concepts and intuitions, data t"
049200,CEPS,1094E,Assessing the Impact of Artificial Intelligence,CCCE,"Its called artificial intelligence but it requires a very real understanding of its application and impact on business and industry. Thats where you come in. Upon completion of this intensive one-day workshop with industry expert Sydney Swaine-Simon, youll understand how AI affects everything from hiring and wages to policy-making and ethics. Youll also have the knowledge and tools to analyze various AI technologies and solutions, determine their viability and usefulness and properly integrate them into your own business or industry. Ready to get real about AI? This is the workshop for you!CNTThis workshop will empower you to:?Identify the key areas where AI has a direct impact in your area of business/industry;?Learn how AI will impact government and industry policies and regulations; ?Recognize and anticipate the short- and long-term problems created by AI-enabled automation;?Improve your ability to provide potential solutions to problems incurred through the application of AI;?Co"
049538,CEPS,1096E,Lean for Non-Manufacturing Processes,CCCE,"Lean is an integral part of many businesses that has been applied to everything from administrative processes and medical organizations to product development: as part of the organizational DNA of many successful corporations, it has become much more than just another trend, but what exactly is it? What tools does it provide, what is the methodology and how can it help improve your team?s efficiency? The objective of this workshop is to gain a deeper understanding of lean and other continuous improvement principles and apply them in a practical setting, using a lean simulation process. Participants will leave the workshop knowing how lean principles can be applied to their respective workplaces.CNTThis workshop will empower you to:?Gain a deeper understanding of the basic lean principles; ?Apply lean principles to non-manufacturing processes;?Grasp the critical success factors for implementing lean as well as the pitfalls to avoid;?Engage in push, pull and continuous flow;?Manage ta"
049557,CEPS,1097E,DATA AND AI PROJECT MANAGEMENT,CCCE,"If you try to adopt traditional project-management methods to today?s AI business world, you?ll be in for a nasty surprise. What?s required is something vastly different. But don?t despair. This one-day workshop with industry pro Adrian Gonzalez Sanchez will help you manage your AI projects with confidence and success. In it, you?ll learn the fundamentals of AI projects, the latest project management principles, product ownership and AI backlog management, typical AI project stages, roles and responsibilities of project members and more. If you want to master artificial intelligence projects, this is a great way to get real.CNTThis training will enable you to:?Apply project management and product ownership techniques unique to AI and data projects;?Gain in-depth understanding of the typical roles and responsibilities, stages and outputs of AI projects;?Understand the principle of Agile and hybrid project management and their potential benefits and drawbacks when implemented in AI specif"
